transaction_id,Date,Store,Product,Quantity,Price
2362,2023-11-18,Paris-05,Monitor,6,324.17
2363,2023-11-11,London-01,Keyboard,7,90.26
2364,2023-06-13,NYC-02,TV,5,1521.01
2365,2023-07-18,Berlin-03,TV,6,1662.05
2366,2023-02-07,NYC-02,Phone,9,880.28
2367,2023-08-25,Tokyo-04,Cables,1,12.87
2368,2023-11-07,Berlin-03,Cables,7,17.22
2369,2023-03-18,Paris-05,Cables,1,12.98
2370,2023-06-16,NYC-02,TV,4,1449.37
2371,2023-09-12,Paris-05,Cables,5,14.3
2372,2023-07-17,Paris-05,Mouse,3,23.22
2373,2023-09-15,Berlin-03,Keyboard,1,90.83
2374,2023-06-16,Tokyo-04,Laptop,5,1143.2
2375,2023-11-17,Berlin-03,Keyboard,8,101.21
2376,2023-03-20,NYC-02,Mouse,7,26.16
2377,2023-12-17,Berlin-03,Cables,6,15.06
2378,2023-09-10,Berlin-03,Laptop,7,1345.15
2379,2023-08-06,London-01,TV,5,1298.19
2380,2023-10-29,Paris-05,Mouse,2,24.73
2381,2023-10-19,Berlin-03,Monitor,9,312.77
2382,2023-11-03,NYC-02,TV,8,1705.33
2383,2023-09-10,Paris-05,Monitor,2,294.28
2384,2023-09-26,Paris-05,Phone,1,897.12
2385,2023-01-06,Berlin-03,Keyboard,6,86.17
2386,2023-12-13,Berlin-03,Cables,3,15.89
2387,2023-02-24,Paris-05,Mouse,4,25.0
2388,2023-04-23,Berlin-03,TV,3,1339.66
2389,2023-06-11,Tokyo-04,Keyboard,5,108.03
2390,2023-10-14,London-01,TV,3,1359.71
2391,2023-03-16,Paris-05,Laptop,6,1285.23
2392,2023-06-01,NYC-02,Monitor,7,260.14
2393,2023-06-04,Tokyo-04,TV,7,1605.79
2394,2023-04-08,Berlin-03,Cables,2,15.26
2395,2023-05-10,London-01,Mouse,1,27.26
2396,2023-10-28,Berlin-03,Keyboard,8,96.4
2397,2023-03-26,Tokyo-04,Laptop,9,1061.9
2398,2023-09-09,NYC-02,Laptop,7,1376.73
2399,2023-03-10,Berlin-03,Cables,5,13.27
2400,2023-01-16,Tokyo-04,Laptop,9,1104.72
2401,2023-07-09,Paris-05,Laptop,9,1290.04
2402,2023-08-26,Paris-05,Cables,6,15.73
2403,2023-05-11,London-01,Cables,2,13.49
2404,2023-07-05,Berlin-03,Monitor,5,263.31
2405,2023-10-23,Tokyo-04,Mouse,6,22.23
2406,2023-03-31,NYC-02,Mouse,2,23.88
2407,2023-12-20,Tokyo-04,Cables,6,17.22
2408,2023-10-04,Tokyo-04,Phone,9,861.44
2409,2023-05-01,NYC-02,Laptop,3,1184.89
2410,2023-08-03,NYC-02,Cables,4,16.56
2411,2023-02-17,London-01,Phone,9,736.91
2412,2023-09-13,NYC-02,Laptop,4,1062.73
2413,2023-12-26,London-01,Cables,9,15.71
2414,2023-12-06,Berlin-03,Cables,6,15.07
2415,2023-11-28,NYC-02,Mouse,3,23.62
2416,2023-11-09,NYC-02,Mouse,4,28.22
2417,2023-05-11,London-01,TV,1,1319.43
2418,2023-08-03,Berlin-03,Cables,9,14.12
2419,2023-01-14,Berlin-03,TV,2,1518.17
2420,2023-03-09,Paris-05,Keyboard,7,107.93
2421,2023-05-17,Paris-05,TV,8,1361.47
2422,2023-12-12,Tokyo-04,Laptop,5,1099.94
2423,2023-11-16,NYC-02,Keyboard,1,91.53
2424,2023-04-05,London-01,Monitor,9,320.25
2425,2023-07-04,Tokyo-04,Monitor,3,317.85
2426,2023-04-19,Paris-05,Phone,4,882.2
2427,2023-02-08,London-01,Cables,9,14.27
2428,2023-12-28,Paris-05,Cables,3,14.35
2429,2023-06-07,London-01,Keyboard,1,99.06
2430,2023-10-02,NYC-02,Monitor,6,281.68
2431,2023-11-06,Tokyo-04,Monitor,8,276.87
2432,2023-09-24,London-01,Cables,3,13.63
2433,2023-09-05,NYC-02,TV,6,1652.01
2434,2023-02-15,NYC-02,Cables,6,13.71
2435,2023-12-13,NYC-02,Keyboard,3,107.04
2436,2023-02-08,Berlin-03,Monitor,4,306.79
2437,2023-12-23,Tokyo-04,Monitor,4,265.8
2438,2023-11-20,Berlin-03,Keyboard,2,105.26
2439,2023-10-27,Paris-05,Laptop,4,1160.6
2440,2023-08-13,Paris-05,Cables,6,14.7
2441,2023-12-04,Tokyo-04,Mouse,2,24.52
2442,2023-05-12,Paris-05,TV,8,1469.43
2443,2023-03-23,NYC-02,TV,9,1682.44
2444,2023-01-15,London-01,Cables,6,13.6
2445,2023-10-02,Berlin-03,Mouse,3,27.68
2446,2023-09-30,NYC-02,Mouse,2,28.03
2447,2023-05-04,Tokyo-04,Mouse,8,22.75
2448,2023-08-09,Berlin-03,Phone,1,888.32
2449,2023-10-30,NYC-02,Mouse,3,25.1
2450,2023-08-09,Tokyo-04,TV,5,1641.63
2451,2023-02-18,Tokyo-04,Laptop,2,1079.87
2452,2023-02-03,Paris-05,Monitor,1,315.8
2453,2023-11-28,London-01,Monitor,2,319.37
2454,2023-02-28,Berlin-03,Cables,7,13.96
2455,2023-02-25,Berlin-03,Monitor,2,286.03
2456,2023-11-08,London-01,Laptop,2,1300.3
2457,2023-07-22,Paris-05,Laptop,6,1068.91
2458,2023-04-15,Berlin-03,Cables,4,17.09
2459,2023-03-30,Berlin-03,Keyboard,5,94.05
2460,2023-06-28,Berlin-03,Monitor,9,296.66
2461,2023-11-12,Paris-05,Keyboard,4,85.79
2462,2023-02-05,NYC-02,Mouse,5,26.05
2463,2023-05-06,Berlin-03,TV,9,1604.15
2464,2023-02-04,Paris-05,Keyboard,2,111.62
2465,2023-05-26,Paris-05,Mouse,5,21.66
2466,2023-02-14,Berlin-03,Mouse,1,22.21
2467,2023-05-09,NYC-02,Keyboard,6,97.57
2468,2023-05-31,NYC-02,Monitor,6,260.79
2469,2023-09-25,Tokyo-04,Laptop,9,1150.0
2470,2023-03-10,Tokyo-04,Mouse,1,28.31
2471,2023-09-25,London-01,Cables,2,15.34
2472,2023-12-20,Tokyo-04,Laptop,3,1228.08
2473,2023-07-10,Tokyo-04,Laptop,2,1071.92
2474,2023-10-05,Tokyo-04,Monitor,4,302.89
2475,2023-06-07,Paris-05,Laptop,5,1051.46
2476,2023-01-15,Berlin-03,Monitor,5,328.03
2477,2023-10-10,Berlin-03,Cables,2,16.66
2478,2023-07-29,London-01,Monitor,8,292.5
2479,2023-10-25,Berlin-03,Keyboard,1,98.77
2480,2023-09-04,London-01,Cables,3,14.86
2481,2023-03-03,Berlin-03,Cables,3,16.4
2482,2023-08-06,Tokyo-04,Keyboard,4,85.19
2483,2023-07-11,Tokyo-04,Monitor,8,336.89
2484,2023-03-30,Berlin-03,Mouse,6,24.73
2485,2023-01-18,NYC-02,Mouse,4,24.82
2486,2023-11-26,Paris-05,Monitor,6,341.77
2487,2023-10-25,Berlin-03,Keyboard,1,97.93
2488,2023-12-11,NYC-02,Laptop,5,1366.71
2489,2023-02-27,London-01,Monitor,4,263.61
2490,2023-08-12,Paris-05,TV,2,1301.27
2491,2023-11-28,Paris-05,Laptop,1,1215.75
2492,2023-04-21,Tokyo-04,Keyboard,2,103.54
2493,2023-03-09,Berlin-03,Phone,8,685.26
2494,2023-01-21,Berlin-03,Laptop,4,1075.83
2495,2023-05-24,London-01,TV,1,1701.77
2496,2023-05-12,Berlin-03,Phone,6,718.89
2497,2023-11-27,UNKNOWN,Phone,6,889.09
2498,2023-06-30,Berlin-03,Monitor,3,316.85
2499,2023-04-06,UNKNOWN,Phone,6,725.29
2500,2023-10-06,Berlin-03,Cables,9,16.1
2501,2023-07-30,London-01,Laptop,9,1348.12
2502,2023-08-23,Berlin-03,Laptop,7,1336.09
2503,2023-04-08,Paris-05,Monitor,7,293.13
2504,2023-04-25,Tokyo-04,Keyboard,3,98.58
2505,2023-09-20,Berlin-03,TV,7,1422.73
2506,2023-06-29,Berlin-03,Keyboard,2,98.57
2507,2023-01-05,Berlin-03,Phone,9,878.37
2508,2023-02-05,Paris-05,Keyboard,1,87.6
2509,2023-07-29,Berlin-03,Mouse,9,24.49
2510,2023-06-07,Berlin-03,TV,1,1316.0
2511,2023-11-27,Paris-05,Mouse,7,22.76
2512,2023-06-11,London-01,Cables,6,15.38
2513,2023-03-26,NYC-02,Phone,4,771.6
2514,2023-10-03,Paris-05,Mouse,7,27.76
2515,2023-08-05,NYC-02,Mouse,1,26.69
2516,2023-02-11,NYC-02,Laptop,1,1233.21
2517,2023-08-16,London-01,TV,4,1367.52
2518,2023-09-12,London-01,Cables,2,15.22
2519,2023-06-16,London-01,TV,3,1607.45
2520,2023-04-06,Tokyo-04,Laptop,2,1033.75
2521,2023-08-15,NYC-02,Phone,8,897.84
2522,2023-01-11,Berlin-03,Laptop,7,1289.45
2523,2023-12-12,NYC-02,Monitor,5,324.59
2524,2023-11-15,Berlin-03,Monitor,1,336.24
2525,2023-10-30,Paris-05,TV,1,1442.36
2526,2023-06-10,NYC-02,Laptop,7,1152.64
2527,2023-01-07,Tokyo-04,Keyboard,3,95.94
2528,2023-01-08,Tokyo-04,Phone,9,693.18
2529,2023-11-30,London-01,Mouse,5,25.79
2530,2023-10-13,Berlin-03,Laptop,5,1052.45
2531,2023-06-05,NYC-02,Laptop,7,1161.54
2532,2023-07-15,Tokyo-04,Monitor,1,275.98
2533,2023-12-23,Tokyo-04,Phone,1,900.85
2534,2023-04-18,Paris-05,Monitor,2,298.07
2535,2023-05-26,London-01,Laptop,5,1340.34
2536,2023-06-30,Berlin-03,Monitor,6,289.35
2537,2023-02-21,Paris-05,Phone,1,736.5
2538,2023-06-03,Paris-05,Laptop,7,1232.36
2539,2023-12-04,London-01,Monitor,5,274.07
2540,2023-12-28,NYC-02,Keyboard,2,95.04
2541,2023-03-23,Berlin-03,Laptop,3,1200.47
2542,2023-04-28,NYC-02,TV,7,1614.85
2543,2023-02-05,Berlin-03,Mouse,4,21.71
2544,2023-10-01,Berlin-03,Mouse,4,26.94
2545,2023-12-03,NYC-02,Monitor,1,308.89
2546,2023-07-23,NYC-02,Keyboard,8,92.52
2547,2023-09-23,London-01,TV,4,1307.12
2548,2023-12-11,NYC-02,Mouse,2,24.54
2549,2023-06-22,Paris-05,TV,9,1393.78
2550,2023-05-13,Berlin-03,Phone,9,759.7
2551,2023-11-24,Paris-05,TV,8,1316.4
2552,2023-05-01,Paris-05,Cables,4,13.19
2553,2023-04-12,Tokyo-04,Monitor,6,260.0
2554,2023-04-02,Berlin-03,Monitor,7,298.11
2555,2023-11-04,Paris-05,Monitor,6,330.87
2556,2023-07-11,Berlin-03,TV,6,1598.0
2557,2023-03-19,London-01,Cables,6,16.76
2558,2023-06-05,Tokyo-04,Phone,3,827.66
2559,2023-05-24,Berlin-03,Laptop,7,1360.87
2560,2023-05-20,Paris-05,Phone,2,782.75
2561,2023-04-12,Tokyo-04,Laptop,4,1357.5
2562,2023-12-31,London-01,Keyboard,3,110.44
2563,2023-08-25,Paris-05,Monitor,4,340.39
2564,2023-05-27,Berlin-03,Phone,7,810.41
2565,2023-02-19,Tokyo-04,Mouse,9,22.75
2566,2023-07-09,Berlin-03,Phone,9,911.78
2567,2023-01-20,Paris-05,Monitor,7,293.21
2568,2023-03-29,London-01,Laptop,5,1061.27
2569,2023-01-14,Tokyo-04,Cables,1,16.21
2570,2023-03-05,NYC-02,Mouse,2,28.53
2571,2023-02-28,Paris-05,TV,4,1547.78
2572,2023-11-28,NYC-02,Laptop,1,1073.13
2573,2023-02-24,London-01,Mouse,8,25.1
2574,2023-12-24,NYC-02,Keyboard,9,88.4
2575,2023-09-26,Paris-05,Cables,1,16.61
2576,2023-09-13,London-01,Keyboard,1,88.54
2577,2023-07-14,UNKNOWN,Keyboard,5,91.41
2578,2023-08-16,NYC-02,TV,7,1389.05
2579,2023-02-05,Tokyo-04,Laptop,8,1334.91
2580,2023-02-08,London-01,Cables,8,13.76
2581,2023-06-12,NYC-02,Laptop,7,1077.88
2582,2023-04-23,Paris-05,Cables,2,14.75
2583,2023-05-21,Berlin-03,Mouse,1,24.42
2584,2023-03-18,Berlin-03,Laptop,3,1302.29
2585,2023-07-11,Paris-05,Cables,2,12.96
2586,2023-12-18,Paris-05,Monitor,5,319.97
2587,2023-11-27,NYC-02,Monitor,1,342.52
2588,2023-02-19,Berlin-03,Cables,5,15.81
2589,2023-02-08,Berlin-03,Keyboard,4,86.19
2590,2023-08-16,London-01,Laptop,9,1336.82
2591,2023-05-03,Paris-05,Phone,4,889.29
2592,2023-06-19,NYC-02,Phone,5,0.0
2593,2023-05-03,Berlin-03,Phone,7,907.85
2594,2023-11-10,London-01,Phone,3,810.12
2595,2023-10-23,NYC-02,TV,3,1384.99
2596,2023-06-14,Berlin-03,Cables,2,13.4
2597,2023-09-27,NYC-02,TV,3,1666.96
2598,2023-04-23,Tokyo-04,Monitor,6,278.43
2599,2023-01-22,London-01,TV,7,1411.04
2600,2023-06-23,London-01,TV,4,1609.82
2601,2023-11-22,Tokyo-04,Phone,9,862.98
2602,2023-01-08,NYC-02,Laptop,1,1048.27
2603,2023-09-02,Paris-05,Laptop,5,1374.33
2604,2023-04-30,London-01,Phone,9,842.71
2605,2023-04-24,Tokyo-04,Laptop,2,1106.51
2606,2023-10-24,London-01,TV,2,1476.01
2607,2023-06-11,Tokyo-04,Cables,7,16.58
2608,2023-12-29,Paris-05,Phone,8,854.5
2609,2023-08-06,Paris-05,Phone,9,906.46
2610,2023-02-24,London-01,Cables,1,15.78
2611,2023-11-03,Berlin-03,TV,8,1441.01
2612,2023-08-18,London-01,Mouse,4,23.07
2613,2023-01-12,London-01,Keyboard,7,104.47
2614,2023-07-22,NYC-02,Monitor,8,314.43
2615,2023-04-30,Berlin-03,TV,4,1407.56
2616,2023-09-21,NYC-02,Laptop,4,1138.95
2617,2023-07-27,NYC-02,Phone,9,886.57
2618,2023-05-15,Berlin-03,Mouse,8,24.03
2619,2023-08-31,Tokyo-04,Keyboard,5,93.13
2620,2023-01-24,Tokyo-04,Cables,3,15.24
2621,2023-08-31,NYC-02,Monitor,2,289.65
2622,2023-08-27,Tokyo-04,Monitor,5,267.05
2623,2023-06-14,Paris-05,Cables,7,13.76
2624,2023-09-28,Berlin-03,TV,4,1427.9
2625,2023-10-11,NYC-02,Mouse,4,24.24
2626,2023-11-01,London-01,Mouse,7,25.63
2627,2023-06-01,Tokyo-04,Phone,1,766.55
2628,2023-02-18,NYC-02,Phone,6,757.96
2629,2023-11-06,NYC-02,Monitor,8,304.39
2630,2023-09-26,London-01,Mouse,4,21.43
2631,2023-05-30,London-01,Phone,5,780.53
2632,2023-06-07,NYC-02,Cables,2,15.99
2633,2023-05-16,NYC-02,Phone,7,786.62
2634,2023-02-04,NYC-02,Phone,9,815.91
2635,2023-02-24,Paris-05,TV,8,0.0
2636,2023-05-09,London-01,Mouse,4,24.35
2637,2023-02-26,London-01,Laptop,7,1064.46
2638,2023-09-20,Tokyo-04,Phone,7,837.91
2639,2023-06-05,NYC-02,Mouse,2,21.62
2640,2023-03-10,Paris-05,Laptop,7,1330.14
2641,2023-06-02,London-01,Monitor,5,338.92
2642,2023-01-06,Berlin-03,Cables,2,13.0
2643,2023-04-10,NYC-02,Keyboard,9,99.18
2644,2023-04-04,Tokyo-04,Cables,6,15.92
2645,2023-02-18,Tokyo-04,Monitor,6,326.78
2646,2023-10-03,Tokyo-04,Keyboard,5,88.47
2647,2023-07-30,Paris-05,Monitor,2,307.79
2648,2023-02-27,London-01,Monitor,2,280.44
2649,2023-04-29,Paris-05,Cables,3,17.03
2650,2023-07-16,London-01,Cables,5,13.88
2651,2023-01-19,Paris-05,Phone,6,708.76
2652,2023-10-16,London-01,TV,8,1554.28
2653,2023-02-13,Paris-05,TV,8,1655.51
2654,2023-11-11,Paris-05,Keyboard,6,90.5
2655,2023-12-08,Berlin-03,TV,6,0.0
2656,2023-10-08,Paris-05,Phone,9,697.66
2657,2023-02-09,London-01,Laptop,3,1178.49
2658,2023-10-04,Paris-05,Laptop,4,1240.95
2659,2023-10-12,Berlin-03,Monitor,4,337.47
2660,2023-07-19,Berlin-03,Cables,1,15.04
2661,2023-06-07,NYC-02,Cables,1,16.59
2662,2023-06-09,Paris-05,Cables,4,13.18
2663,2023-04-30,Tokyo-04,Keyboard,6,88.09
2664,2023-07-31,Berlin-03,Monitor,8,334.39
2665,2023-08-09,London-01,Phone,4,702.58
2666,2023-10-03,NYC-02,Monitor,8,267.34
2667,2023-01-11,Paris-05,Keyboard,3,86.19
2668,2023-06-03,London-01,TV,8,1296.32
2669,2023-01-31,NYC-02,Laptop,5,1272.74
2670,2023-11-03,London-01,Phone,4,706.33
2671,2023-12-10,NYC-02,Mouse,3,24.42
2672,2023-09-30,Tokyo-04,Laptop,1,1239.98
2673,2023-02-19,Berlin-03,Cables,6,15.75
2674,2023-06-18,Berlin-03,Monitor,7,295.03
2675,2023-03-29,NYC-02,Keyboard,9,106.68
2676,2023-05-28,Paris-05,TV,6,1557.74
2677,2023-01-29,Paris-05,Phone,8,856.82
2678,2023-04-21,Tokyo-04,Keyboard,6,109.28
2679,2023-03-24,Berlin-03,TV,2,1641.5
2680,2023-07-31,Paris-05,Cables,3,15.69
2681,2023-07-04,NYC-02,Monitor,2,335.23
2682,2023-08-04,London-01,Cables,1,14.94
2683,2023-05-17,NYC-02,Phone,7,839.4
2684,2023-02-21,Paris-05,Keyboard,9,96.65
2685,2023-04-06,Berlin-03,TV,7,1624.35
2686,2023-11-02,Tokyo-04,Laptop,6,1267.99
2687,2023-11-21,Berlin-03,Mouse,5,27.27
2688,2023-05-31,London-01,Monitor,8,335.74
2689,2023-11-13,Berlin-03,Laptop,9,1194.71
2690,2023-10-26,London-01,Cables,5,15.34
2691,2023-02-21,Tokyo-04,Laptop,9,1375.6
2692,2023-08-17,London-01,Mouse,1,22.81
2693,2023-09-22,Berlin-03,Cables,7,15.43
2694,2023-03-15,NYC-02,Monitor,7,270.39
2695,2023-10-05,Paris-05,Laptop,7,1303.8
2696,2023-07-07,Paris-05,TV,2,1660.63
2697,2023-09-29,Berlin-03,Monitor,9,279.97
2698,2023-06-28,London-01,Phone,5,691.44
2699,2023-05-29,NYC-02,TV,5,0.0
2700,2023-09-12,London-01,Laptop,4,1299.5
2701,2023-12-17,Tokyo-04,Keyboard,5,85.23
2702,2023-10-25,London-01,Cables,5,13.27
2703,2023-02-03,NYC-02,Phone,6,911.17
2704,2023-08-08,Berlin-03,Monitor,7,283.2
2705,2023-10-21,Paris-05,Monitor,1,267.72
2706,2023-10-28,London-01,Keyboard,9,112.51
2707,2023-07-06,Paris-05,Keyboard,8,105.08
2708,2023-01-16,London-01,Laptop,7,1056.89
2709,2023-07-30,London-01,Keyboard,2,111.39
2710,2023-01-11,Paris-05,Keyboard,3,85.21
2711,2023-08-02,Paris-05,Mouse,2,23.92
2712,2023-12-31,NYC-02,Laptop,7,1110.89
2713,2023-11-30,Tokyo-04,Keyboard,9,88.14
2714,2023-06-20,NYC-02,Laptop,5,1257.96
2715,2023-06-25,NYC-02,Cables,2,14.53
2716,2023-06-07,Paris-05,Laptop,5,1169.48
2717,2023-01-02,Paris-05,Monitor,4,320.67
2718,2023-12-24,Berlin-03,Keyboard,2,92.13
2719,2023-08-29,NYC-02,Keyboard,1,113.68
2720,2023-06-29,Berlin-03,TV,3,1492.29
2721,2023-10-13,Paris-05,Phone,3,740.11
2722,2023-04-14,Paris-05,Cables,3,16.03
2723,2023-06-14,NYC-02,Laptop,6,1236.52
2724,2023-09-19,Tokyo-04,Monitor,3,271.53
2725,2023-12-24,London-01,Cables,8,15.66
2726,2023-06-03,Tokyo-04,Keyboard,3,87.24
2727,2023-03-04,NYC-02,TV,9,1701.83
2728,2023-04-23,Berlin-03,Mouse,2,28.17
2729,2023-03-09,Berlin-03,Keyboard,6,112.73
2730,2023-06-24,Tokyo-04,Phone,9,865.89
2731,2023-10-30,Berlin-03,Monitor,3,298.26
2732,2023-08-21,Berlin-03,TV,8,1688.99
2733,2023-06-13,London-01,Monitor,7,259.75
2734,2023-03-29,Berlin-03,Monitor,6,301.27
2735,2023-07-19,London-01,Mouse,1,23.03
2736,2023-05-16,NYC-02,Laptop,3,1078.53
2737,2023-08-27,NYC-02,Mouse,1,25.42
2738,2023-09-21,Paris-05,Monitor,1,287.45
2739,2023-09-27,London-01,Monitor,5,300.06
2740,2023-06-29,Berlin-03,Laptop,4,1056.1
2741,2023-03-11,Berlin-03,Keyboard,7,96.72
2742,2023-12-14,NYC-02,Keyboard,4,92.05
2743,2023-10-13,NYC-02,Monitor,9,309.62
2744,2023-11-22,NYC-02,TV,4,1448.24
2745,2023-07-12,Berlin-03,TV,6,1559.63
2746,2023-04-14,NYC-02,Keyboard,1,102.65
2747,2023-12-14,London-01,Keyboard,1,92.52
2748,2023-12-01,Berlin-03,Laptop,5,1119.68
2749,2023-03-01,London-01,Phone,5,872.36
2750,2023-03-06,Tokyo-04,Monitor,5,264.32
2751,2023-12-17,Berlin-03,Laptop,1,1192.22
2752,2023-08-13,Berlin-03,Cables,4,14.63
2753,2023-07-14,London-01,TV,5,1711.48
2754,2023-10-21,Paris-05,Keyboard,5,103.57
2755,2023-04-28,Paris-05,TV,6,1505.78
2756,2023-06-15,NYC-02,Keyboard,2,112.83
2757,2023-09-02,Tokyo-04,Phone,3,822.76
2758,2023-04-15,Tokyo-04,Cables,4,13.75
2759,2023-07-05,NYC-02,TV,5,1588.0
2760,2023-10-06,Paris-05,Phone,7,761.6
2761,2023-10-06,London-01,Mouse,5,27.25
2762,2023-06-05,Paris-05,Laptop,7,1278.49
2763,2023-04-06,London-01,Cables,4,14.16
2764,2023-03-20,NYC-02,Mouse,6,22.08
2765,2023-06-02,Berlin-03,Keyboard,4,110.36
2766,2023-10-01,London-01,Keyboard,1,113.06
2767,2023-02-10,Tokyo-04,TV,1,1479.99
2768,2023-09-21,London-01,Cables,6,14.32
2769,2023-11-29,London-01,Phone,3,786.33
2770,2023-11-05,Tokyo-04,Phone,6,696.04
2771,2023-01-22,Tokyo-04,Mouse,7,25.91
2772,2023-02-19,Berlin-03,Mouse,4,26.2
2773,2023-09-10,Tokyo-04,Cables,4,14.9
2774,2023-02-05,Paris-05,TV,2,1506.27
2775,2023-09-28,Berlin-03,Cables,9,12.77
2776,2023-10-22,Paris-05,Cables,9,14.78
2777,2023-04-24,NYC-02,Phone,4,722.78
2778,2023-06-09,London-01,TV,5,1305.04
2779,2023-02-12,NYC-02,Cables,8,16.38
2780,2023-02-21,Berlin-03,Laptop,3,1323.3
2781,2023-02-18,NYC-02,Monitor,1,293.2
2782,2023-07-14,NYC-02,Phone,9,826.43
2783,2023-02-25,Tokyo-04,Keyboard,9,88.37
2784,2023-07-16,Tokyo-04,Cables,7,16.77
2785,2023-06-26,London-01,Mouse,1,28.37
2786,2023-04-14,London-01,TV,4,1707.88
2787,2023-11-13,Berlin-03,Cables,6,16.06
2788,2023-06-01,Paris-05,Phone,5,893.68
2789,2023-08-23,Tokyo-04,Monitor,5,255.46
2790,2023-12-03,Paris-05,TV,5,1491.32
2791,2023-06-11,Berlin-03,Laptop,3,1190.58
2792,2023-03-09,Tokyo-04,Mouse,7,0.0
2793,2023-09-20,Paris-05,Phone,1,853.7
2794,2023-08-12,Berlin-03,Phone,4,867.56
2795,2023-12-08,London-01,Mouse,6,23.62
2796,2023-05-26,Paris-05,Mouse,9,27.45
2797,2023-06-29,NYC-02,Phone,3,789.58
2798,2023-06-16,Paris-05,Cables,2,16.82
2799,2023-10-19,London-01,Laptop,5,1322.96
2800,2023-05-30,Berlin-03,Cables,2,13.56
2801,2023-08-03,NYC-02,Keyboard,1,105.78
2802,2023-03-22,London-01,Mouse,1,26.2
2803,2023-05-21,Tokyo-04,Mouse,9,23.5
2804,2023-06-22,Tokyo-04,Mouse,9,24.37
2805,2023-12-09,NYC-02,TV,8,1494.33
2806,2023-10-20,London-01,Cables,9,15.68
2807,2023-10-23,Berlin-03,TV,3,1487.35
2808,2023-10-30,London-01,Monitor,7,263.73
2809,2023-09-28,London-01,Laptop,4,1075.17
2810,2023-01-10,Tokyo-04,Mouse,7,24.09
2811,2023-02-10,London-01,Mouse,7,24.29
2812,2023-03-08,London-01,Phone,4,806.29
2813,2023-08-05,Berlin-03,Mouse,1,26.88
2814,2023-01-05,Paris-05,Laptop,6,1103.78
2815,2023-01-17,NYC-02,Laptop,1,1046.87
2816,2023-10-24,NYC-02,Keyboard,8,90.44
2817,2023-08-24,London-01,TV,4,1537.07
2818,2023-01-11,Tokyo-04,Laptop,1,1118.41
2819,2023-05-27,Paris-05,Phone,8,711.9
2820,2023-02-24,Berlin-03,Cables,2,16.43
2821,2023-03-02,NYC-02,Cables,7,17.2
2822,2023-07-14,Paris-05,Cables,7,15.02
2823,2023-12-27,Paris-05,Cables,2,12.91
2824,2023-09-20,NYC-02,Laptop,9,1063.5
2825,2023-04-09,Berlin-03,Monitor,6,336.9
2826,2023-08-03,NYC-02,TV,7,1712.95
2827,2023-01-29,Paris-05,Monitor,4,275.81
2828,2023-02-21,Paris-05,Keyboard,5,107.64
2829,2023-02-21,London-01,Phone,6,721.84
2830,2023-04-26,Tokyo-04,Monitor,8,279.47
2831,2023-03-06,Tokyo-04,Monitor,7,295.81
2832,2023-01-16,Paris-05,Phone,1,847.39
2833,2023-01-28,London-01,Laptop,3,1155.62
2834,2023-12-22,Berlin-03,Phone,1,0.0
2835,2023-03-24,Paris-05,Mouse,6,25.64
2836,2023-01-24,Berlin-03,Keyboard,9,106.53
2837,2023-02-04,Berlin-03,TV,2,1364.96
2838,2023-02-13,Paris-05,Mouse,6,28.44
2839,2023-10-13,Berlin-03,Mouse,3,24.09
2840,2023-05-20,Tokyo-04,Cables,9,17.24
2841,2023-02-12,Berlin-03,Laptop,3,1216.02
2842,2023-12-17,London-01,Mouse,5,22.17
2843,2023-06-11,Berlin-03,Monitor,4,285.38
2844,2023-08-22,Paris-05,Mouse,2,25.08
2845,2023-02-23,Paris-05,Laptop,7,1129.66
2846,2023-05-25,Tokyo-04,Cables,1,16.45
2847,2023-01-11,Paris-05,Mouse,3,21.54
2848,2023-11-03,Tokyo-04,Monitor,9,337.57
2849,2023-05-19,Berlin-03,TV,4,1440.31
2850,2023-04-10,London-01,TV,7,1705.8
2851,2023-12-13,NYC-02,Keyboard,7,110.75
2852,2023-11-17,NYC-02,Cables,1,16.61
2853,2023-07-11,London-01,Mouse,7,26.72
2854,2023-04-14,Tokyo-04,Mouse,9,22.17
2855,2023-10-08,Berlin-03,Laptop,3,1317.5
2856,2023-09-07,Paris-05,Phone,9,698.43
2857,2023-01-27,London-01,TV,7,1537.78
2858,2023-04-29,Paris-05,Phone,1,831.26
2859,2023-01-31,Tokyo-04,Keyboard,2,106.95
2860,2023-01-25,Berlin-03,TV,2,1350.44
2861,2023-05-22,Paris-05,Mouse,3,22.89
2862,2023-07-12,Paris-05,Cables,6,16.57
2863,2023-08-23,Berlin-03,Keyboard,4,100.62
2864,2023-09-13,Tokyo-04,Mouse,6,24.45
2865,2023-06-05,Berlin-03,Mouse,5,26.36
2866,2023-04-06,Tokyo-04,Mouse,5,25.8
2867,2023-11-02,Tokyo-04,Mouse,2,25.0
2868,2023-05-03,NYC-02,TV,4,1505.09
2869,2023-09-12,Tokyo-04,TV,8,1656.2
2870,2023-06-01,Tokyo-04,Cables,4,17.0
2871,2023-06-29,Paris-05,Laptop,5,1194.71
2872,2023-06-03,Paris-05,Laptop,6,1245.51
2873,2023-12-08,NYC-02,Cables,2,16.4
2874,2023-12-09,NYC-02,Laptop,6,1209.12
2875,2023-03-11,Tokyo-04,Monitor,6,331.54
2876,2023-03-07,NYC-02,Cables,8,15.16
2877,2023-06-18,London-01,Keyboard,4,92.13
